{'ftrs': ('IS_FIRST',)};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('IS_LAST',)};0.43123772102152624;0.2284330143538926;0.8104125736738704;
{'ftrs': ('IDX',)};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('VAL',)};0.4872298624753463;0.25308078568387365;0.8290766208251473;
{'ftrs': ('PRV_VAL',)};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('NXT_VAL',)};0.5933202357562685;0.4267011319068659;0.8644400785854617;
{'ftrs': ('FRST_VAL',)};0.4479371316305603;0.10312075983714977;0.8159790438768826;
{'ftrs': ('LST_VAL',)};0.4489194499016799;0.15180441427134087;0.8163064833005893;
{'ftrs': ('SCND_VAL',)};0.4479371316305603;0.10312075983714977;0.8159790438768826;
{'ftrs': ('SCND_LST_VAL',)};0.4449901768172013;0.14226477317005162;0.814996725605763;
{'ftrs': ('LEN',)};0.4479371316305603;0.10312075983714977;0.8159790438768826;
{'ftrs': ('IS_FIRST', 'IS_LAST')};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('IS_FIRST', 'IDX')};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('IS_FIRST', 'VAL')};0.5785854616894737;0.3073864456605673;0.8595284872298624;
{'ftrs': ('IS_FIRST', 'PRV_VAL')};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('IS_FIRST', 'NXT_VAL')};0.662082514734644;0.5064517928484265;0.8873608382449246;
{'ftrs': ('IS_FIRST', 'FRST_VAL')};0.5648330058937986;0.2781911735474404;0.85494433529797;
{'ftrs': ('IS_FIRST', 'LST_VAL')};0.5451866404714056;0.2820423423858835;0.8483955468238374;
{'ftrs': ('IS_FIRST', 'SCND_VAL')};0.5550098231826021;0.3177996819827478;0.8516699410609037;
{'ftrs': ('IS_FIRST', 'SCND_LST_VAL')};0.538310412573568;0.23913366479034892;0.8461034708578912;
{'ftrs': ('IS_FIRST', 'LEN')};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('IS_LAST', 'IDX')};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('IS_LAST', 'VAL')};0.5815324165028326;0.3227677372344189;0.8605108055009824;
{'ftrs': ('IS_LAST', 'PRV_VAL')};0.5294695481334912;0.2342040375974738;0.8431565160445317;
{'ftrs': ('IS_LAST', 'NXT_VAL')};0.5933202357562685;0.4267011319068659;0.8644400785854617;
{'ftrs': ('IS_LAST', 'FRST_VAL')};0.4705304518663122;0.21830860707674687;0.8235101506221348;
{'ftrs': ('IS_LAST', 'LST_VAL')};0.48821218074646594;0.24348428697157337;0.829404060248854;
{'ftrs': ('IS_LAST', 'SCND_VAL')};0.48821218074646594;0.24189232597713514;0.8294040602488538;
{'ftrs': ('IS_LAST', 'SCND_LST_VAL')};0.5019646365421411;0.2387735263608366;0.8339882121807465;
{'ftrs': ('IS_LAST', 'LEN')};0.5049115913555;0.18299740187588306;0.8349705304518665;
{'ftrs': ('IDX', 'VAL')};0.5815324165028326;0.3571150365407544;0.8605108055009824;
{'ftrs': ('IDX', 'PRV_VAL')};0.5373280943024484;0.1937465192346118;0.8457760314341848;
{'ftrs': ('IDX', 'NXT_VAL')};0.6611001964635242;0.551443266899075;0.887033398821218;
{'ftrs': ('IDX', 'FRST_VAL')};0.5697445972493969;0.27558711302573885;0.8565815324165028;
{'ftrs': ('IDX', 'LST_VAL')};0.538310412573568;0.2765593683573019;0.8461034708578912;
{'ftrs': ('IDX', 'SCND_VAL')};0.5569744597248414;0.31886720668325835;0.8523248199083168;
{'ftrs': ('IDX', 'SCND_LST_VAL')};0.5392927308446878;0.24038796016477998;0.8464309102815978;
{'ftrs': ('IDX', 'LEN')};0.5275049115912519;0.18950849413356177;0.8425016371971186;
{'ftrs': ('VAL', 'PRV_VAL')};0.5776031434183541;0.312442160002689;0.8592010478061559;
{'ftrs': ('VAL', 'NXT_VAL')};0.718074656188464;0.6508426187707637;0.9060248853962017;
{'ftrs': ('VAL', 'FRST_VAL')};0.4872298624753463;0.25836674810118343;0.8290766208251473;
{'ftrs': ('VAL', 'LST_VAL')};0.507858546168859;0.30204970252470686;0.8359528487229863;
{'ftrs': ('VAL', 'SCND_VAL')};0.5009823182710214;0.3211396392209358;0.8336607727570401;
{'ftrs': ('VAL', 'SCND_LST_VAL')};0.48428290766198734;0.28907300679115805;0.8280943025540276;
{'ftrs': ('VAL', 'LEN')};0.4862475442042266;0.24680794629545114;0.8287491814014407;
{'ftrs': ('PRV_VAL', 'NXT_VAL')};0.6738703339880797;0.5774551318077226;0.8912901113294041;
{'ftrs': ('PRV_VAL', 'FRST_VAL')};0.5589390962670807;0.272816356598409;0.8529796987557301;
{'ftrs': ('PRV_VAL', 'LST_VAL')};0.5520628683692431;0.2875073144616994;0.8506876227897838;
{'ftrs': ('PRV_VAL', 'SCND_VAL')};0.5491159135558842;0.31458222550169757;0.8497053045186639;
{'ftrs': ('PRV_VAL', 'SCND_LST_VAL')};0.5461689587425252;0.24542106578021017;0.8487229862475444;
{'ftrs': ('PRV_VAL', 'LEN')};0.5343811394890895;0.19200336003053334;0.8447937131630648;
{'ftrs': ('NXT_VAL', 'FRST_VAL')};0.5982318271118667;0.5111282447629923;0.8660772757039946;
{'ftrs': ('NXT_VAL', 'LST_VAL')};0.6257367387032169;0.5876892874527413;0.87524557956778;
{'ftrs': ('NXT_VAL', 'SCND_VAL')};0.6277013752454562;0.5556037088728574;0.8759004584151932;
